stock_item_name,stock_group,stock_category,base_unit,alternate_unit,conversion_factor,gst_rate,hsn_code,item_code,barcode,brand,base_product_name,color,size,pack_size,opening_qty,opening_rate,opening_amount,source_hash,needs_review,notes
SAFARI Double Bond Distemper 10kg (LIGHT GREEN),,,PCS,,,,,,,,SAFARI Double Bond Distemper 10kg (LIGHT GREEN),,,,26,250.00,-6500.00,8de40b629d3ac645,,
SAFARI Double Bond Distemper 10kg (LIRIL),,,,,,,,,,,SAFARI Double Bond Distemper 10kg (LIRIL),,,,,,-40.00,6dc438343c077be9,TRUE,
SAFARI Double Bond Distemper 10kg (MEGENTA),,,PCS,,,,,,,,SAFARI Double Bond Distemper 10kg (MEGENTA),,,,2,475.00,-950.00,56e40ccad09750f7,,
SAFARI Double Bond Distemper 10kg (MERRY PINK),,,PCS,,,,,,,,SAFARI Double Bond Distemper 10kg (MERRY PINK),,,,6,450.00,-2700.00,9ee54258508f66b8,,
SAFARI Double Bond Distemper 10kg (PALE CREAM),,,PCS,,,,,,,,SAFARI Double Bond Distemper 10kg (PALE CREAM),,,,10,450.00,-4500.00,ba110d2a12b6e2f6,,
SAFARI Double Bond Distemper 10kg (PALE ROSE),,,PCS,,,,,,,,SAFARI Double Bond Distemper 10kg (PALE ROSE),,,,15,359.33,-5390.00,72b6087ad7dda8ac,,
SAFARI Double Bond Distemper 10kg (PARROT GREEN),,,PCS,,,,,,,,SAFARI Double Bond Distemper 10kg (PARROT GREEN),,,,16,206.25,-3300.00,4c7cbfd26d3d7e59,,
SAFARI Double Bond Distemper 10kg (PISTA),,,PCS,,,,,,,,SAFARI Double Bond Distemper 10kg (PISTA),,,,27,450.00,-12150.00,b83250dadd17d3d3,,
SAFARI Double Bond Distemper 10kg (SKY BLUE),,,PCS,,,,,,,,SAFARI Double Bond Distemper 10kg (SKY BLUE),,,,12,450.00,-5400.00,bf8d17c7cfd1ec99,,
SAFARI Double Bond Distemper 10kg (SUNRISE),,,PCS,,,,,,,,SAFARI Double Bond Distemper 10kg (SUNRISE),,,,27,450.00,-12150.00,7ecf24ef77527651,,
SAFARI Double Bond Distemper 10kg (WHITE),,,PCS,,,,,,,,SAFARI Double Bond Distemper 10kg (WHITE),,,,20,500.00,-10000.00,fa4f153ab3267307,,
SAFARI Double Bond Distemper 10kg (YELLOW),,,PCS,,,,,,,,SAFARI Double Bond Distemper 10kg (YELLOW),,,,18,475.00,-8550.00,02287583f97a102f,,
SAFARI Double Bond Distemper 20kg (AQUAMARINE),,,PCS,,,,,,,,SAFARI Double Bond Distemper 20kg (AQUAMARINE),,,,38,682.92,-25951.08,5e33a9b3f589c825,,
SAFARI Double Bond Distemper 20kg (CANDY),,,PCS,,,,,,,,SAFARI Double Bond Distemper 20kg (CANDY),,,,5,740.00,-3700.00,4a108ea58f70fdb4,,
SAFARI Double Bond Distemper 20kg (DAFFODIL),,,PCS,,,,,,,,SAFARI Double Bond Distemper 20kg (DAFFODIL),,,,39,834.87,-32560.00,5c05f66e47faf9ea,,
SAFARI Double Bond Distemper 20kg (ELECTRIC BLUE),,,PCS,,,,,,,,SAFARI Double Bond Distemper 20kg (ELECTRIC BLUE),,,,6,916.67,-5500.00,077482fee9a12e43,,
SAFARI Double Bond Distemper 20kg (JAIPURIYA PINK),,,PCS,,,,,,,,SAFARI Double Bond Distemper 20kg (JAIPURIYA PINK),,,,5,740.00,-3700.00,810777c8830dda4c,,
SAFARI Double Bond Distemper 20kg (JOLLY HOLLY),,,PCS,,,,,,,,SAFARI Double Bond Distemper 20kg (JOLLY HOLLY),,,,3,740.00,-2220.00,a9aa500f0cf05569,,
SAFARI Double Bond Distemper 20kg (LIGHT GREEN),,,PCS,,,,,,,,SAFARI Double Bond Distemper 20kg (LIGHT GREEN),,,,6,740.00,-4440.00,d195fd2b3d0c3ffe,,
SAFARI Double Bond Distemper 20kg (MERRY PINK),,,PCS,,,,,,,,SAFARI Double Bond Distemper 20kg (MERRY PINK),,,,17,740.00,-12580.00,c2b162c64b59f28d,,
SAFARI Double Bond Distemper 20kg (PALE CREAM),,,PCS,,,,,,,,SAFARI Double Bond Distemper 20kg (PALE CREAM),,,,11,740.00,-8140.00,27cdd954fc54a40f,,
SAFARI Double Bond Distemper 20kg (PALE ROSE),,,PCS,,,,,,,,SAFARI Double Bond Distemper 20kg (PALE ROSE),,,,19,778.95,-14800.00,a6fee141fa9ae64c,,
SAFARI Double Bond Distemper 20kg (PARROT GREEN),,,PCS,,,,,,,,SAFARI Double Bond Distemper 20kg (PARROT GREEN),,,,14,740.00,-10360.00,4ec8d47a7580901b,,
SAFARI Double Bond Distemper 20kg (SKY BLUE),,,PCS,,,,,,,,SAFARI Double Bond Distemper 20kg (SKY BLUE),,,,1,740.00,-740.00,1dc12866152bec54,,
SAFARI Double Bond Distemper 20kg (SUNRISE),,,PCS,,,,,,,,SAFARI Double Bond Distemper 20kg (SUNRISE),,,,30,732.00,-21960.00,1378e7e32d003a87,,
SAFARI Double Bond Distemper 20kg (WHITE),,,PCS,,,,,,,,SAFARI Double Bond Distemper 20kg (WHITE),,,,21,809.76,-17004.91,189c5dfda76f3d2e,,
SAFARI Double Bond Distemper 20kg (WILD LILAC),,,PCS,,,,,,,,SAFARI Double Bond Distemper 20kg (WILD LILAC),,,,5,740.00,-3700.00,e06df860a84e9d38,,
SAFARI Double Bond Distemper 5kg (AQUAMARINE),,,PCS,,,,,,,,SAFARI Double Bond Distemper 5kg (AQUAMARINE),,,,1,254.57,-254.57,7ccc780035588f54,,
SAFARI Double Bond Distemper 5kg (CANDY),,,PCS,,,,,,,,SAFARI Double Bond Distemper 5kg (CANDY),,,,16,250.00,-4000.00,0a83b86adc75de79,,
SAFARI Double Bond Distemper 5kg (DAFFODIL),,,PCS,,,,,,,,SAFARI Double Bond Distemper 5kg (DAFFODIL),,,,52,252.23,-13115.82,2f8886129fdcadb8,,
SAFARI Double Bond Distemper 5kg (ELECTRIC BLUE),,,PCS,,,,,,,,SAFARI Double Bond Distemper 5kg (ELECTRIC BLUE),,,,25,370.00,-9250.00,72ec5d7182ef4359,,
SAFARI Double Bond Distemper 5kg (JAIPURIYA PINK),,,PCS,,,,,,,,SAFARI Double Bond Distemper 5kg (JAIPURIYA PINK),,,,32,312.50,-10000.00,91f8e2ab41ba37f6,,
SAFARI Double Bond Distemper 5kg (JOLLY HOLLY),,,PCS,,,,,,,,SAFARI Double Bond Distemper 5kg (JOLLY HOLLY),,,,18,275.00,-4950.00,339a52c0da3a2573,,
SAFARI Double Bond Distemper 5kg (LIGHT GREEN),,,PCS,,,,,,,,SAFARI Double Bond Distemper 5kg (LIGHT GREEN),,,,67,250.00,-16750.00,bfd87a37797413d6,,
SAFARI Double Bond Distemper 5kg (LIRIL),,,PCS,,,,,,,,SAFARI Double Bond Distemper 5kg (LIRIL),,,,12,216.13,-2593.55,c4e5f89e1f2d0536,,
SAFARI Double Bond Distemper 5kg (MEGENTA),,,PCS,,,,,,,,SAFARI Double Bond Distemper 5kg (MEGENTA),,,,28,285.71,-8000.00,bf364c9fd197a267,,
SAFARI Double Bond Distemper 5kg (MERRY PINK),,,PCS,,,,,,,,SAFARI Double Bond Distemper 5kg (MERRY PINK),,,,31,250.00,-7750.00,775e0f84c19a11ed,,
SAFARI Double Bond Distemper 5kg (PALE CREAM),,,PCS,,,,,,,,SAFARI Double Bond Distemper 5kg (PALE CREAM),,,,40,250.00,-10000.00,44a740809dafd6fa,,
SAFARI Double Bond Distemper 5kg (PALE ROSE),,,PCS,,,,,,,,SAFARI Double Bond Distemper 5kg (PALE ROSE),,,,73,327.26,-23889.76,eb76ab79c96e599c,,
SAFARI Double Bond Distemper 5kg (PARROT GREEN),,,PCS,,,,,,,,SAFARI Double Bond Distemper 5kg (PARROT GREEN),,,,42,235.74,-9901.11,598d2fc6f839294d,,
SAFARI Double Bond Distemper 5kg (PISTA),,,PCS,,,,,,,,SAFARI Double Bond Distemper 5kg (PISTA),,,,89,250.00,-22250.00,d33b0bd627b62614,,
SAFARI Double Bond Distemper 5kg (SKY BLUE),,,PCS,,,,,,,,SAFARI Double Bond Distemper 5kg (SKY BLUE),,,,27,250.00,-6750.00,bfb93736d5fe9982,,
SAFARI Double Bond Distemper 5kg (SUNRISE),,,PCS,,,,,,,,SAFARI Double Bond Distemper 5kg (SUNRISE),,,,100,250.00,-25000.00,7e9964189cf00ea4,,
SAFARI Double Bond Distemper 5kg (WHITE),,,PCS,,,,,,,,SAFARI Double Bond Distemper 5kg (WHITE),,,,84,207.92,-17464.92,edb2d927bef6f17c,,
SAFARI Double Bond Distemper 5kg (WILD LILAC),,,PCS,,,,,,,,SAFARI Double Bond Distemper 5kg (WILD LILAC),,,,1,100.00,-100.00,dcb6fa15ed5387dc,,
SAFARI Double Bond Distemper 5kg (YELLOW),,,PCS,,,,,,,,SAFARI Double Bond Distemper 5kg (YELLOW),,,,100,275.00,-27500.00,0d3f798501195710,,
SAFARI DISTEMPER POUCH,,,BOX,,,,,,,,SAFARI DISTEMPER POUCH,,,,2349,432.28,-1015419.71,10a37ea3dbfa5550,,
SAFARI Double Bond Distemper 1kg Pouch (AQUAMARINE),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (AQUAMARINE),,,,4220.000,27.15,-114577.43,7abadcbe59eb48f8,,
SAFARI Double Bond Distemper 1kg Pouch(BRIGHT BLUE),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch(BRIGHT BLUE),,,,205.000,83.45,-17106.96,10e250cfe7f81697,,
SAFARI Double Bond Distemper 1kg Pouch (CANDY),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (CANDY),,,,1299.000,33.46,-43471.00,652e61b00d6ee6f6,,
SAFARI Double Bond Distemper 1kg Pouch (DAFFODIL),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (DAFFODIL),,,,2599.000,28.66,-74487.78,1734e0daf0a032b1,,
SAFARI Double Bond Distemper 1kg Pouch (D-BLUE),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (D-BLUE),,,,580.000,29.00,-16820.00,d1deb22b5d913532,,
SAFARI Double Bond Distemper 1kg Pouch (ELECTRIC BLUE),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (ELECTRIC BLUE),,,,2882.000,42.91,-123658.10,39d1241bc03cea61,,
SAFARI Double Bond Distemper 1kg Pouch (FIRE RED),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (FIRE RED),,,,936.000,29.22,-27347.38,5530c1e5bd1b4965,,
SAFARI Double Bond Distemper 1kg Pouch (IVARY),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (IVARY),,,,1675.000,28.58,-47874.98,c2379a11673c4846,,
SAFARI Double Bond Distemper 1kg Pouch (JAIPURI PINK),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (JAIPURI PINK),,,,8.000,35.63,-285.04,a3851456971b2c0a,,
SAFARI Double Bond Distemper 1kg Pouch (JOLLY HOLLY,,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (JOLLY HOLLY,,,,403.000,31.88,-12847.00,784094c81bfe1afb,,
SAFARI Double Bond Distemper 1kg Pouch (LIGHT GREEN),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (LIGHT GREEN),,,,808.000,29.00,-23432.00,247e443abb6a7111,,
SAFARI Double Bond Distemper 1kg Pouch (LIRIL),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (LIRIL),,,,1353.000,41.41,-56027.95,05a433f3798893d8,,
SAFARI Double Bond Distemper 1kg Pouch (MEGENTA),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (MEGENTA),,,,17.000,29.00,-493.00,55295f080dcf91fd,,
SAFARI Double Bond Distemper 1kg Pouch (MERRY PINK),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (MERRY PINK),,,,919.000,29.94,-27516.57,db1361be4e35568a,,
SAFARI Double Bond Distemper 1kg Pouch (PALE CREAM),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (PALE CREAM),,,,403.000,28.38,-11437.55,b3e3aeb36464f8fc,,
SAFARI Double Bond Distemper 1kg Pouch (PALE ROSE),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (PALE ROSE),,,,1588.000,246.83,391959.04,3b36e9baf2850ba8,,
SAFARI Double Bond Distemper 1kg Pouch (PARROT GREEN),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (PARROT GREEN),,,,9260.000,29.82,-276099.57,889e9b4be1066de8,,
SAFARI Double Bond Distemper 1kg Pouch (PISTA),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (PISTA),,,,293.000,26.00,-7618.58,f53d6acaedf2f63b,,
SAFARI Double Bond Distemper 1kg Pouch (PURPLE),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (PURPLE),,,,995.000,29.00,-28855.00,e1781156d1fa332d,,
SAFARI Double Bond Distemper 1kg Pouch (SIGNAL RED),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (SIGNAL RED),,,,20.000,29.00,-580.00,7bc60c2e90e88caa,,
SAFARI Double Bond Distemper 1kg Pouch (SKY BLUE),,,,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (SKY BLUE),,,,,,-15360.00,61caf0a96a7cc339,TRUE,
SAFARI Double Bond Distemper 1kg Pouch (SUNRISE),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (SUNRISE),,,,244.000,25.38,-6193.78,359b51b3db55b4d6,,
SAFARI Double Bond Distemper 1kg Pouch (TANGO),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (TANGO),,,,913.000,11.68,-10666.06,26e1606c60c00a7e,,
SAFARI Double Bond Distemper 1kg Pouch (TERRACOTTA),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (TERRACOTTA),,,,7.000,29.00,-203.00,2ce239a19d270ccb,,
SAFARI Double Bond Distemper 1kg Pouch (WHITE),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (WHITE),,,,7153.000,36.60,-261777.51,d76eff1b0afaee57,,
SAFARI Double Bond Distemper 1kg Pouch (WILD LILAC),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (WILD LILAC),,,,5372.000,31.11,-167132.50,4c11f03bc5b6d5f1,,
SAFARI Double Bond Distemper 1kg Pouch (YELLOW),,,PKT,,,,,,,,SAFARI Double Bond Distemper 1kg Pouch (YELLOW),,,,737.000,27.01,-19910.01,184d49c2823272ad,,
SAFARI Double Bond Distemper 1kg (SUNRISE),,,PCS,,,,,,,,SAFARI Double Bond Distemper 1kg (SUNRISE),,,,600,26.00,-15600.00,a5af2eb4ce34f6d3,,
SAFARI EXT. Emulsion,,,PCS,,,,,,,,SAFARI EXT. Emulsion,,,,158,796.06,-125778.08,326296f4615022f3,,
Safari Smooth Finish Ext Eml 20Ltr(High Gloss),,,PCS,,,,,,,,Safari Smooth Finish Ext Eml 20Ltr(High Gloss),,,,3,6700.00,-20100.00,402504c173292a8b,,
SAFARI Smooth Finish Luxury Ext. Eml. 10Ltr. (Matt),,,PCS,,,,,,,,SAFARI Smooth Finish Luxury Ext. Eml. 10Ltr. (Matt),,,,7,,,bf06cfa1680de701,,
SAFARI Smooth Finish Luxury Ext. Eml. 1Ltr. (Matt),,,PCS,,,,,,,,SAFARI Smooth Finish Luxury Ext. Eml. 1Ltr. (Matt),,,,41,165.32,-6778.08,245d3e95004f3275,,
SAFARI Smooth Finish Luxury Ext. Eml. 1Ltr.(Sheen),,,PCS,,,,,,,,SAFARI Smooth Finish Luxury Ext. Eml. 1Ltr.(Sheen),,,,46,,,6e09ec680ca79179,,
SAFARI Smooth Finish Luxury Ext. Eml. 20Ltr. (Matt),,,PCS,,,,,,,,SAFARI Smooth Finish Luxury Ext. Eml. 20Ltr. (Matt),,,,7,,,9ca44ae9c95612f0,,
SAFARI Smooth Finish Luxury Ext. Eml. 20Ltr.(Sheen),,,PCS,,,,,,,,SAFARI Smooth Finish Luxury Ext. Eml. 20Ltr.(Sheen),,,,1,,,f6b770673c1413b8,,
SAFARI Smooth Finish Luxury Ext.Eml 20Ltr.(YELLOW),,,PCS,,,,,,,,SAFARI Smooth Finish Luxury Ext.Eml 20Ltr.(YELLOW),,,,4,6700.00,-26800.00,e110d59637120f90,,
SAFARI Smooth Finish Luxury Ext. Eml. 4Ltr. (Matt),,,PCS,,,,,,,,SAFARI Smooth Finish Luxury Ext. Eml. 4Ltr. (Matt),,,,7,,,6eb610a731ba6c25,,
Safari Smooth Finishy Ext Eml 10Ltr(High Gloss),,,PCS,,,,,,,,Safari Smooth Finishy Ext Eml 10Ltr(High Gloss),,,,1,3400.00,-3400.00,f43af0a074e59426,,
Safari Smoth Finish Luxury Ext Eml 10Ltr.(Yellow),,,PCS,,,,,,,,Safari Smoth Finish Luxury Ext Eml 10Ltr.(Yellow),,,,1,3400.00,-3400.00,465b7946137f320e,,
Safari SmothFinish Luxury Ext.Eml 20Ltr(SIGNAL RED),,,PCS,,,,,,,,Safari SmothFinish Luxury Ext.Eml 20Ltr(SIGNAL RED),,,,5,3400.00,-17000.00,263e42e831aca6f0,,
Safari Smoth Finish Luxury Ext.Eml 4Ltr. High Gloss,,,PCS,,,,,,,,Safari Smoth Finish Luxury Ext.Eml 4Ltr. High Gloss,,,,35,1380.00,-48300.00,ec5a2ac791398bde,,
SAFARI Int. Emulsion,,,PCS,,,,,,,,SAFARI Int. Emulsion,,,,59,389.66,-22990.00,6926bbf4281b2b18,,
Safari Smooth Finish Luxury Int. 20Ltr.(Teracotta),,,PCS,,,,,,,,Safari Smooth Finish Luxury Int. 20Ltr.(Teracotta),,,,7,1525.00,-10675.00,99acf7df4a84773f,,
SAFARI Smooth Finish Luxury Int. Eml. 1Ltr.(Sheen),,,PCS,,,,,,,,SAFARI Smooth Finish Luxury Int. Eml. 1Ltr.(Sheen),,,,37,,,39c1d27866766e69,,
SAFARI Smooth Finish Luxury Int. Eml. 20Ltr.(Sheen),,,PCS,,,,,,,,SAFARI Smooth Finish Luxury Int. Eml. 20Ltr.(Sheen),,,,1,3900.00,-3900.00,0bcb972f9f36a349,,
SAFARI Smooth Finish Luxury Int. Eml. 4Ltr. (Matt),,,PCS,,,,,,,,SAFARI Smooth Finish Luxury Int. Eml. 4Ltr. (Matt),,,,3,810.00,-2430.00,c60bf67ea2ac36fe,,
SAFARI Smooth Finish Luxury Int. Eml. 4Ltr.(Sheen),,,PCS,,,,,,,,SAFARI Smooth Finish Luxury Int. Eml. 4Ltr.(Sheen),,,,4,,,ce99e81470f24c76,,
Safari Smoth Finish Luxury Int.10Ltr.(Teracotta),,,PCS,,,,,,,,Safari Smoth Finish Luxury Int.10Ltr.(Teracotta),,,,7,855.00,-5985.00,57c01433debcc6f3,,
SAPPHIRE Ext. Emulsion,,,PCS,,,,,,,,SAPPHIRE Ext. Emulsion,,,,178,290.96,-51790.00,40a01c4f455b9d97,,
Sapphire Luxury Eml.2in1 Ext. 1 Ltr.(Sheen),,,PCS,,,,,,,,Sapphire Luxury Eml.2in1 Ext. 1 Ltr.(Sheen),,,,39,350.00,-13650.00,a864a0691aa94021,,
SAPPHIRE Super Shine  Ext. Eml. 1Ltr. (High Gloss),,,PCS,,,,,,,,SAPPHIRE Super Shine  Ext. Eml. 1Ltr. (High Gloss),,,,144,264.86,-38140.00,e2db11c778fd56a1,,
SAPPHIRE Super Shine  Ext. Eml. 20Ltr. (High Gloss),,,PCS,,,,,,,,SAPPHIRE Super Shine  Ext. Eml. 20Ltr. (High Gloss),,,,-1,,,3b17ee575bc15f56,,
SAPPHIRE Super Shine  Ext. Eml. 4Ltr. (High Gloss),,,PCS,,,,,,,,SAPPHIRE Super Shine  Ext. Eml. 4Ltr. (High Gloss),,,,-4,,,6b2c556b7611fa85,,
SAPPHIRE Int. Emulsion,,,PCS,,,,,,,,SAPPHIRE Int. Emulsion,,,,1,7680.00,-7680.00,c4c66c8dbb59a0f0,,
SAPPHIRE Super Shine  Int. Eml. 1Ltr. (High Gloss),,,,,,,,,,,SAPPHIRE Super Shine  Int. Eml. 1Ltr. (High Gloss),,,,,,-6300.00,ec7d09d8d449d52f,TRUE,
SAPPHIRE Super Shine  Int. Eml. 4Ltr. (High Gloss),,,PCS,,,,,,,,SAPPHIRE Super Shine  Int. Eml. 4Ltr. (High Gloss),,,,1,1380.00,-1380.00,e44643851cba16f9,,
Stationary Item,,,,,,,,,,,Stationary Item,,,,,,-10148.98,6cc57ed442a7f583,TRUE,
Book,,,QTY,,,,,,,,Book,,,,400.000,22.50,-9000.00,567aa255c8c40cbe,,
BOX File Paper,,,QTY,,,,,,,,BOX File Paper,,,,4.000,60.00,-240.00,baf86ff5b589cca6,,
CM REGISTER,,,PCS,,,,,,,,CM REGISTER,,,,3,160.00,-480.00,943dad81188b15da,,
Cobrafile 700,,,QTY,,,,,,,,Cobrafile 700,,,,6.000,15.00,-90.00,8d000bb5e6a881b7,,
COMPUTER STICKER AST1,,,QTY,,,,,,,,COMPUTER STICKER AST1,,,,1.000,338.98,-338.98,4f76b2adb574112f,,
WATER BASE ENAMEL,,,PCS,,,,,,,,WATER BASE ENAMEL,,,,363,409.71,-148724.38,55b51f00b649af5d,,
SAPPHIRE Floor Coat 1Ltr. (SIGNAL RED),,,PCS,,,,,,,,SAPPHIRE Floor Coat 1Ltr. (SIGNAL RED),,,,4,190.00,-760.00,5b7798609bbc52f7,,
SAPPHIRE Floor Coat 4Ltr. (SIGNAL RED),,,PCS,,,,,,,,SAPPHIRE Floor Coat 4Ltr. (SIGNAL RED),,,,2,487.50,-975.00,f9ef30c3120c9f38,,
SAPPHIRE Water Base Enamal 2in3 10Ltr.,,,PCS,,,,,,,,SAPPHIRE Water Base Enamal 2in3 10Ltr.,,,,6,1700.00,-10200.00,2c24b495c19c2f31,,
Sapphire Water Base Enamel 10 Ltr.(White),,,PCS,,,,,,,,Sapphire Water Base Enamel 10 Ltr.(White),,,,11,1700.00,-18700.00,6cb887ca9e495b5d,,
Sapphire Water Base Enamel 20 Ltr.(White),,,PCS,,,,,,,,Sapphire Water Base Enamel 20 Ltr.(White),,,,15,3220.00,-48300.00,82086200864464a8,,
Sapphire Water Base Enamel 9/10/11 10Ltr.,,,PCS,,,,,,,,Sapphire Water Base Enamel 9/10/11 10Ltr.,,,,8,1700.00,-13600.00,6e2430fac2470ce9,,
SAPPHIRE W/B Enamel 1Ltr. (BLACK),,,PCS,,,,,,,,SAPPHIRE W/B Enamel 1Ltr. (BLACK),,,,86,169.27,-14557.46,3e344ed5d27ddf31,,
SAPPHIRE W/B Enamel 1Ltr. (BLUE),,,PCS,,,,,,,,SAPPHIRE W/B Enamel 1Ltr. (BLUE),,,,14,140.00,-1960.00,7a3adae930c00297,,
SAPPHIRE W/B Enamel 1Ltr. (LIGHT GREEN),,,PCS,,,,,,,,SAPPHIRE W/B Enamel 1Ltr. (LIGHT GREEN),,,,79,190.00,-15010.00,bef4f06347cebd45,,
SAPPHIRE W/B Enamel 1Ltr. (PO. RED),,,PCS,,,,,,,,SAPPHIRE W/B Enamel 1Ltr. (PO. RED),,,,20,167.20,-3344.00,b92434d1bd4eb1db,,
SAPPHIRE W/B Enamel 1 Ltr.(SIGNAL RED),,,PCS,,,,,,,,SAPPHIRE W/B Enamel 1 Ltr.(SIGNAL RED),,,,6,190.00,-1140.00,d1433cc6f93e2a8a,,
SAPPHIRE W/B Enamel 1Ltr. (WHITE),,,PCS,,,,,,,,SAPPHIRE W/B Enamel 1Ltr. (WHITE),,,,50,190.00,-9500.00,db90968bed409f2a,,
SAPPHIRE W/B Enamel 1Ltr. (YELLOW),,,PCS,,,,,,,,SAPPHIRE W/B Enamel 1Ltr. (YELLOW),,,,62,172.22,-10677.92,b9115f9cb26a8009,,
WOOD PRIMER,,,,,,,,,,,WOOD PRIMER,,,,,,-83708.99,54ea976843e1ba6c,TRUE,
Safari Wood Primer 1 Ltr.,,,PCS,,,,,,,,Safari Wood Primer 1 Ltr.,,,,268,110.03,-29488.99,9d9d9406587efd8a,,
Safari Wood Primer 20 Ltr.,,,DRM,,,,,,,,Safari Wood Primer 20 Ltr.,,,,5,,,554c8b854fdadef6,,
Safari Wood Primer 4 Ltr.,,,PCS,,,,,,,,Safari Wood Primer 4 Ltr.,,,,14,400.00,-5600.00,c7e869c373da7b6a,,
Safari Wood Primer 500 ML.,,,PCS,,,,,,,,Safari Wood Primer 500 ML.,,,,748,65.00,-48620.00,57b18b81d31ec540,,
